keyword,frequency
install additional framing,1
install strip interior exterior,1
install new structural foundation slab,1
exterior addition,1
harvey building products,1
net reduction,1
3 1/2,1
second bedroom,1
install install new shingle roof,1
entry exit,1
exist rail,1
install new rails,1
install ipe decking,1
remove decking rails,1
multi unit,1
install massachusetts state building edition code,1
install walls- new electrical re - wire service,1
install ceilings,1
216 sf area,1
mep infrastructure upgrade,1
center partition wall,1
multiple doorway,1
fixtire,1
rapid covid testing,1
cvs parking lot,1
level garage,1
new layout area,1
"12,500 sf",1
install new cabinets kitchen,1
detailed contract,1
code- blue board,1
drainage -insulate wall,1
new water line,1
sewerage,1
new structural slab,1
install new flooring exterior interior,1
install fire alarm system,1
butler pantry,1
new wood shingle,1
4 items,1
engineered dunnage,1
exhibit,1
certuse adjustment description,1
pretzer,1
letter report,1
page item,1
1 -11,1
associate exterior areaway,1
remove story chimney,1
convert basement area,1
following purpose,1
ground floor cafe,1
construct second addition story,1
- caulking,1
individual brick replacement,1
interior restroom,1
new wall framing,1
build concrete slab base,1
new air,1
nonstructural demolition,1
lab wall,1
behavioral research,1
frame behavioral,1
partition frame,1
electric system,1
commercial grade carpet,1
exist acoustical ceiling,1
4491 sq,1
install fireplace masonry,1
37 replacement window,1
wood chimney,1
wall vent,1
thin veneer brick,1
concrete base,1
flue,1
build chimney box,1
house dimension,1
large meeting space,1
new oh door,1
replace old railings trim,1
replace replacement,1
1539 sf,1
4TH floor,1
replace windowsreplace siding,1
associated sprinkler,1
old trim,1
extra support,1
water sealer,1
wall sconce,1
seal masonry,1
brookline st. grind,1
brookline st repointing,1
mortar,1
replace wash masonry work,1
install panel unit antenna,1
second landing,1
exist plumbing location,1
exist mexican restaurant,1
replace soffit front elevation,1
approach architect,1
220 sq.ft,1
524 sq,1
install end vent vents,1
fp trade,1
office support,1
atm room,1
"approximately 2,835 sf",1
3 architects,1
smoothie bar,1
replacement awning,1
replacement jacuzzi,1
blow,1
second floor frame,1
24 replacement window,1
furniture change,1
bar restaurant,1
5 stairs,1
replace fascia,1
install insulate space,1
new gutter system,1
700 sq,1
millwork furniture,1
remove fixtures equipment,1
newly construct dormer,1
install new stair,1
remove rafter,1
current layout,1
existign wood gutter,1
rear sunroom repair,1
lending,1
lite grid,1
15 white,1
204Remodel kitchen,1
install board plaster,1
hydronic heat,1
convert porch,1
repair rear sunroom,1
new men,1
replace clapboard front elevation,1
ft footings,1
building bza,1
house building,1
accessory carriage,1
stairs masonry,1
plank siding,1
right hardie,1
exterior rear,1
16 ft beams,1
woman toilet,1
1/4 lvls,1
7 1/4,1
1 3/4x,1
4 ply,1
install where necessary,1
install jack floor,1
glass security door,1
3 interior,1
16×16 foot,1
gable end walla,1
lobby scope,1
replace remodel 1st floor kitchen,1
build small additional room,1
replace sink flooring,1
replacement slide door,1
user toilet,1
building toilet,1
central fit,1
street property,1
5 levels,1
total property,1
"182,031 gross",1
700 main,1
"4,700 sf",1
build buildings,1
electrical power upgrade,1
5 sprinkler,1
replace bathroom sink vanity,1
labor,1
pedestrian barrier,1
replace porch elements,1
replace carpets,1
new construction window,1
plywood,1
vinyl2,1
follow work,1
1901 originals,1
replace piece,1
replace elements floor railings,1
new fin,1
vinyl post,1
existing:-white vinyl railing,1
exist step project,1
propose landing project,1
44 inches,1
16.5 inches,1
limestone panel,1
build upturned sprinkler systems,1
miscellaneous repair,1
build mock column,1
sister exist framing,1
upper porch,1
remove lower porch,1
"approximately 1,800 sf",1
current office area,1
replace floor window unit,1
early permit application,1
low basement slab,1
repair porches,1
remove select walls,1
gut building,1
3 families,1
4 families,1
carpentryinstall bathroom,1
painting.install client,1
hardwareinterior painting.install,1
needed kitchen,1
low porch,1
repair exterior cladding,1
traffic topping repair,1
plaster durock,1
concrete topping repair,1
exist perimeter guardrail,1
repair traffic topping,1
repair topping repair,1
repair concrete topping,1
repair upgrades,1
durock cement,1
skimcoat plaster,1
build new stairs landing,1
light vent,1
bath light,1
rough studs,1
new plumbing rough,1
tear,1
limestone step,1
surfaces/ frame,1
replace toilet tiles,1
install new window trims,1
16×16 feet,1
massachusetts state,1
exist shower fixture,1
construct teak shower bench,1
install new shower pan,1
remove shower enclosure,1
select lab,1
kitchen wetwall,1
state building,1
proposed interior,1
exist curb height,1
cellulose exterior wall,1
old mortar,1
total renovation consistent,1
"aluminum 36""storefront",1
install entire interior house,1
install heating,1
slide glass door,1
exist shower floor,1
accent tile,1
replace glass doors,1
selection sheet,1
miscellaneous masonry repair,1
exterior window sealant,1
dormers,1
repair exterior window repair sealant,1
supply glass,1
lahara shower,1
delta lahara,1
tile selection,1
new bath faucet,1
roma tile,1
pearl wall,1
jerusalem pearl,1
cotto floor,1
enclosure remove,1
hand towel ring,1
lahara sink faucet,1
remodel second bath,1
install av,1
install ceiling lights,1
replace drop beam,1
exist wooden gutter,1
replace soffits fascia,1
replace repair repair,1
repair gutter repair repair,1
flush frame beam,1
install new trim cabinets,1
replace replace sheet rock,1
spiral staircase,1
new science sink,1
remodel library,1
9739024*see attached,1
duct column,1
air duct,1
build shelve system,1
replace ceiling fan,1
install pendant light,1
build wall closet,1
new accessible fixture,1
drop,1
install fiberglass shower,1
load allowance,1
"1,900 pounds",1
renew kitchen cabinet,1
remove old chimney edit,1
telecommunications modification,1
wireless facility,1
install units antennas,1
flat rubber roof,1
wild rose,1
slab void,1
ongoing slab settlement,1
tutoring room,1
air register,1
soffit location,1
montessori school,1
rose montessori,1
12&18 gable,1
install hvac electric systems,1
backfill compaction,1
install new deck boards,1
replace dormer,1
remove dormer,1
install support colums,1
14 casement,1
damage replacement window,1
repair facial,1
install new railing,1
conf rm,1
rotted gutter,1
swap sprink head,1
343 new,1
plunge pool,1
partial unfinished basement,1
store level,1
tenant store,1
replace mirror,1
replace rear footprint landings,1
fire surpression system,1
bldg #,1
metal panel enclosure,1
aluminum window system,1
brick veneer facade,1
easy piping access,1
190 sf,1
balance hvac,1
floor build,1
interior exploratory work,1
exist air handler,1
remove non - load walls,1
new condense unit,1
tile floorinstall,1
ceilinginstall tile,1
install new toilet tub,1
install floorinstall,1
install new exterior walls plumbing,1
install new line plumbing,1
replace walls vanity toilet tile tile,1
protocols implementation,1
archive use,1
telecommunication duct bank,1
office furniture,1
demolition cmp,1
building abatement,1
grade floor,1
use development,1
cyclotron building,1
general contractor mobilization,1
new dmh structure,1
abatement permit,1
following service,1
new building foundation,1
structural demo permit,1
combustible material,1
temporary electric,1
disconnect power panel,1
decommission mep system,1
exterior abatement,1
cambridge stormwater,1
safety plan,1
storm drainage,1
operational safety,1
site operational,1
covid-19 site,1
mobilization covid-19,1
utility line,1
mit fire,1
drainage relocation,1
eversource storm,1
stormwater pollution,1
utility cut,1
alarm permit,1
alarm loop,1
campus fire,1
basin silt,1
prevention plan,1
pollution prevention,1
addition archive,1
foot building,1
241 plan implementation,1
south end,1
repaint room,1
high wind,1
replace fascia gutter,1
access basement,1
master bedroom renovation,1
replace venting window,1
tenant egress,1
38 replacement window,1
stone work,1
isd requirement,1
cmr 9th,1
roofing exterior,1
siding roofing,1
new mep permit,1
exist guest bathroom,1
install new electrical plumbing,1
damage gutter,1
1035 cambridge st,1
exterior sidding,1
demolish wood stair,1
dig new footing,1
replace move outlets sink,1
possible new footing,1
possible structural repair,1
repair decking,1
remove replace same size window,1
granite blue mist,1
previous tenant,1
new office layout,1
open window,1
cfm hoodmisc,1
install electric cooktop,1
400 cfm,1
independent fence,1
old rotting landing,1
remove old rotting steps landing,1
finish /demolition,1
bay window addition,1
level addition,1
replace full wall bathroom,1
south elevation remove,1
replace cap backup stones,1
remove south elevation,1
replace parapet cap stones,1
remove panels pediment,1
remove north elevation,1
reconfigure portion wall,1
cosmetic refresh,1
14 pella,1
alive cafe interior,1
replace new wall tile,1
replace floor finishes,1
replace interior refresh life,1
sqft deck,1
480 sqft,1
file system,1
1 stormdoor,1
install various types,1
exist roofing repair,1
exist epdm roofing,1
3 patio,1
power connection,1
new electrical fixture,1
structural foundation,1
functional home,1
manufacturer warranty,1
"unit 13,14,15,16.low",1
unit 12 remove,1
sound control material,1
20 year,1
"13,14,15,16.Low rear",1
"replace 13,14,15,16.low rear flat roof",1
replace epdm roofs,1
replace toilet act partitions,1
adjacent apartment,1
noise sound,1
temporary fire alarm,1
propose structure,1
install new hardwood doors flooring,1
stair replacement,1
dock pump,1
lift station,1
waste drain,1
waste system,1
perfusion waste,1
new piping,1
exist hold tank,1
pende selective demo,1
"approximately 18,000 sf",1
miscellaneous rot repair,1
repair fascia,1
floo powder,1
basic kitchen,1
install tub vanity sink toilet,1
install cabinets countertop appliances,1
brick shelf,1
pump station,1
breakroom,1
metal panel system,1
remove living room,1
remove master bedroom,1
install new header,1
remove single exterior transom door,1
build stair tobasement,1
remove closet wall door,1
construct new full heightpartition,1
remove access railings stairs,1
staircase platform,1
"approximately 12,500 sf",1
replace rotted decking,1
build empty closet space,1
unit -30,1
103- remodel,1
install new vinyl plank,1
install plaster sheetrock,1
protection component,1
west brick,1
approximately 80,1
remove master bathroom,1
238 tower,1
65X84 1/2,1
porch unit,1
right addition,1
7/15/21 hearing,1
fire.refinish wood floor,1
tower addition,1
mep support work,1
build electric half wall,1
12 header,1
build full kitchen,1
rear step,1
repair front porch steps,1
woodwright replacement,1
7 andersen,1
newman lab space,1
1 including,1
2X 12,1
2 jack,1
exist parapet,1
historically approve window,1
fail joint,1
additional masonry anchor,1
renovate exist facade,1
remove vertical expansion joints,1
remove south parking lot,1
replace parapet,1
replace interior trim,1
install triple window,1
install new shower vanity tub,1
ceiling sheetrock,1
remove sheetrock ceiling,1
remove wall sheetrock,1
exist interior flooring,1
repair front landing steps,1
double vanity,1
new straight wall,1
remove bedroom door,1
remove organization system,1
"approximately 188,500 gsf",1
ancillary support,1
houseplant,1
replace house,1
cosmetic facelifts,1
bathroom cosmetic,1
future retail tenant,1
exist metal paneling,1
install new watrproofinfg,1
renovation fit,1
replace replace slider hvac unit bathtub door,1
"4,000 square foot",1
conform setback,1
conform dormer,1
bsmt slab,1
replace cement,1
new open seating,1
update lab space,1
new mep utility,1
modify living,1
roomopen large opening,1
44 site,1
academic space,1
brief excerpt,1
51 vassar street,1
project description suffolk,1
44 project,1
46 water,1
46 gas,1
build site office,1
enclose hvac,1
build service relocation,1
build new mit schwarzman college,1
waterproof exterior wall,1
install drain system,1
entrance aluminum,1
vertical transom,1
replace aluminum framing,1
roominstall new siding,1
9 windowsrefinish,1
remove double window,1
engineer calc,1
require plumbing,1
new stair framing,1
internal brick foundation,1
new laundry electrical,1
exist stack washer,1
exist bedroom door,1
new floor beam,1
exist closet location,1
series fwh5068sal,1
new stair tobasement,1
new heightpartition,1
install new 6’8 closet door,1
install access door,1
remove brick foundation,1
remove basement laundry closet closet,1
replace withnew,1
new linen closet,1
double frenchwood,1
exist set,1
remove office partition wall,1
install canopy roof,1
"lines,1 receptacle",1
"phone lines,1",1
office entry,1
new door location,1
clear span,1
2 phone,1
install replacement door windows,1
frenchwood door,1
/-2’0x 6’8,1
+ /-2’0x,1
top andappliance,1
withnew andersen,1
closet millwork,1
closet organization,1
wire closet,1
lvt flooring.drywall,1
natural hardwood,1
walls surround,1
replace porch deck slope columns,1
window shade control,1
exist wall thermostat,1
partial ductwork,1
replace relocation relocation,1
support,1
remove installation,1
addition remodel,1
foot fitout,1
exist soffit,1
"4,300 square",1
zoning regulation,1
interior mep equipment,1
10 ft minimum,1
zone guideline,1
40 ft length,1
hot tub,1
exist emergency light,1
height glass,1
accessible ramp,1
replace steel hatch,1
remove guest bathroom,1
remove telecomm equipment,1
floor vivarium,1
attached narrative,1
stair way,1
well support,1
transformer,1
kind,1
"exist 25,000 sf",1
- waterproofing,1
landscape overburden,1
exist hardscape,1
unite,1
previo,1
replace robber roof,1
open seating,1
4.5 ft,1
public floor,1
replace bathtub vanity,1
6C edgerton,1
bathroom renovations,1
replace enlargement,1
install new wells windows,1
shop expansion,1
edgerton shop,1
6c edgerton,1
building 6c,1
safety impairment,1
5 ton,1
single room architecture,1
floor storage,1
dryer room,1
floor washer,1
furnace room,1
exist unfinished basement,1
1 small,1
replace electrical disconnect-,1
building schedule,1
install accessible elevator,1
heat 208/230,1
remove old stucco,1
adjoining bedroom,1
unit d4,1
landscape improvement,1
floor mat,1
unfinished storage area,1
reconnect control,1
med heat,1
new system- stand,1
ms med,1
rtu ms,1
carrier rtu,1
disconnect- install,1
schedule crane,1
npgb060g1hb serial,1
arco aire,1
replace master bathroom,1
36 wall,1
3 storage,1
zone air,1
exist atm equipment,1
install new finishes,1
replace atm equipment,1
new sitework,1
new exterior shell,1
driveway corner,1
room floor,1
% btu,1
preschool,1
laundry;replace soffit,1
future floor,1
second floor bathroom;frame,1
"80,000 95",1
water mitigation issue,1
future stair,1
concrete planter,1
6 livermore,1
inman oasis,1
remove exterior stairs,1
new wood ceiling,1
ft new,1
"10,000 sq",1
panel slider,1
replace kitchen renovation cabinets,1
new master suite,1
install new fixtures sink,1
shed structure,1
install new wood boards ceiling,1
oasis building,1
tissue lab,1
floor tissue,1
replace hvac components,1
replace tub drain,1
replace surround tub,1
electrician filing,1
12 wall,1
exterior deck demolition,1
remove planters decks,1
290 sq.ft.crawlspace ceiling,1
"approximately 4,670 sf",1
replace light,1
install solid core doors,1
install well,1
service connection,1
oflab equipment,1
installation oflab,1
park building,1
20/40 acorn,1
construct additional entrance door,1
kitchen suite,1
20 wood window,1
single family rehab,1
replace trim doors,1
install new suite appliances,1
install granite countertops,1
186 ft rim,1
construct interior renovations,1
interior architectural finish,1
2l. renovate,1
minor interior work,1
2L. renovate,1
ibm tenant,1
sketch,1
168 sq,1
126 sq,1
playroom,1
refinish exist basement,1
master bedroom extension,1
4 pella,1
construct new story,1
exist foundation condition,1
5500 series,1
40 windows,1
install series vinyl replacement,1
install simonton,1
install new james hardie fiber cement,1
5 family,1
residential remodeling,1
showertiled area,1
install additional bathroom,1
install plank siding,1
replace tin siding,1
deck joist,1
metal fence,1
new brick wall,1
04 28,1
2021 04,1
second story deck,1
hardie plank siding,1
replace stairway,1
provia door,1
door inslation,1
densepack cellulose,1
riser cuple string,1
exist frond step,1
replace risers cuple steps strings,1
exist tin siding,1
new corner board,1
repair frond steps,1
retrofit cellulose,1
retail tenant,1
repair dilapidated front porch,1
foot add,1
new waterproof wall,1
new wall tile,1
culture lab space,1
new counter top,1
ext wall,1
rework 3rd floor,1
install retrofit,1
standingsystem partition,1
acoustic privacy,1
great measure,1
gypsum board closure,1
acoustic issue,1
minor revision,1
repair print same place,1
current height code,1
20x28.Install new,1
scouting way,1
wall bead,1
install half wall,1
wire exhaust fan,1
install new vanity2,1
install bathroom tiles tiles,1
replace remodeling,1
apts exterior,1
4 apts,1
rear bulkhead,1
build way exterior renovations,1
replace act,1
new electric room,1
mit boathouse,1
long last resistance,1
4 frost,1
- hall,1
bead board,1
prior deck,1
low slab level,1
hvac systems.install,1
na tenant,1
bank na,1
jpmorgan chase,1
core states group,1
medicines project,1
rheos medicines,1
"approximately 18,500 sf",1
out.install new bathroom,1
construct deck addition,1
install new interior interior trims,1
install new hard woodflooring,1
install new windows plumbing,1
storefront glass,1
suspend act ceiling,1
"14,000SF lab",1
build new work,1
remove new railings,1
20x28.install new railing,1
microscope room,1
bathroom core,1
slab repair,1
1st floor framing,1
repair concrete slab,1
repair 1st floor,1
synthetic wood,1
city system,1
exist auxiliary building,1
upgrades bathroom,1
current 5th floor,1
finish upgrades,1
light upgrade,1
sturctural glass,1
outside edge,1
new light layout,1
proper redo,1
install new splash cabinets,1
interior fitout work,1
4 years,1
remove dry wall,1
strobe device,1
install new drywall insulation,1
leave rear corner,1
replace block wing wall,1
construct extensive green roof,1
chan mock architects,1
rear dormer,1
repair exterior roof siding,1
installnew plumbing,1
replace supply piping,1
# v11,1
doc #,1
board doc,1
access board,1
architecturl access,1
multi bathroom,1
copper supply piping,1
remove electrical panel,1
remove remodeling kitchen living room,1
replace velux replacement skylights,1
wall sectionspaint,1
kitchen paint unit,1
repair wall framing,1
replace rock insulation,1
oncology laboratory space,1
190SF existing,1
install new mechanical protection work,1
roomreplace carpet,1
lower ceiling,1
fixturesrenovate bathroom,1
9 light,1
metal ceiling,1
install sectionspaint,1
install wall sheetrock,1
install sheet rockframe,1
seam roof,1
5 velux,1
storefront door,1
thermo barrier,1
seal smoke,1
remove back,1
high heat cement,1
steel vent,1
8 classic,1
replace classic vinyl windowsreplacement windows,1
frame new deck,1
1 landing,1
remove stairs landing,1
exist family bathroom,1
setback minimum,1
. asphalt,1
10 sq,1
15 sq,1
wallboard,1
phase scope,1
2 scope,1
barbershop,1
install new area kitchen,1
install new basement walls floor,1
exist hvac ductwork,1
right angle bracket,1
central air,1
lag bolt,1
. point,1
post .,1
pt joist,1
size 22x11,1
rubber patio pad,1
hide fastener,1
replaqcement entry,1
new wolf decking,1
16 oc,1
install new wood cedar trim clapboard,1
minor mep reprogramming,1
100 binney st,1
apron tile,1
pool apron,1
1 replaqcement,1
remove porches front,1
executive boardroom,1
hood ventilation system,1
oxford building,1
open warehouse,1
"roughly 42,200 sf",1
doyle lab renovation,1
outside seatingaddition,1
exist planter bed,1
commercial kitcheninstallation,1
exist spaceaddition,1
remove line elevations,1
build new boston burger restaurant,1
replace linear ft,1
line fence,1
rear patio,1
exist roof line,1
install ht line landscaping fence,1
replace driveway,1
adjacent storage room,1
wet fire suppression,1
associated mep work,1
3 north,1
remove center posts,1
replace wood beams,1
saftey,1
railingsnew stair,1
sidesthe finish,1
new pt frame,1
install new sonotube,1
worknew kitchen,1
30 replacement window,1
trim worknew,1
remove old hair plaster,1
deck rear entry,1
replace rotten section,1
new townhouse,1
remain historic structure,1
exist historic period,1
install renovate master kitchen,1
remove trellis,1
license #,1
glass reception,1
victualler license,1
common victualler,1
seat cafe,1
shape countertop,1
gas,1
cicada coffee bar,1
install sink handsink grease trap,1
36 new sconesremove,1
remove new sconesremove,1
reception deskremove reception,1
reception arearemove electronic,1
new glass door,1
carpetremove suspend ceiling,1
8 upper,1
install lightsinstall new reception doorinstall,1
remove new carpetinstall,1
2 balusters,1
exterior duct replacement,1
old space,1
insulate vinyl,1
lighting layout,1
cafe bar,1
floor cafe,1
starbucks interior renovation,1
new ridge vent,1
strip old roof,1
vinyl sided,1
electric stove,1
install systems sprinkler,1
install proper railings,1
boiler plant,1
112 apartments,1
hand washing use,1
current covid-19 situation,1
install sinks,1
3rd floor wall,1
exploratory demo,1
build sand,1
tile bath surround,1
master.build foyer coat,1
bathroom showertiled,1
bedroom.extend master,1
guest bedroom.extend,1
coat closet.build,1
entrance hallway,1
room remove,1
etc.post construction cleaning,1
remove interior wall,1
remove laundry room,1
exist coat closet,1
floor tilesremove doors,1
current wood floor,1
current plumbing,1
remove non weight,1
remove closet mirros.seal,1
remove current wood /tiles floor,1
alarm tie,1
replumb new fixture,1
boiling crab,1
replace line roof,1
replace exterior roof hvac doors,1
add bathroom,1
house vinyl,1
rot nailing board,1
rot siding,1
6x6 beam.replace,1
replace nailing studs part boards,1
remove beam.replace,1
architectural,1
exist basement area,1
interior denolition,1
floor office space,1
- use,1
wall office,1
limited demo,1
current open space,1
exterior roof door,1
exist mepfp,1
gut exist bathroom,1
floor packaging,1
new lally column,1
corresponding area,1
replace damaged doors,1
install new column,1
install new structural joist hangers,1
install repair repair installation,1
packaging room,1
bath fitter,1
overhead mep,1
repair bath area,1
repair level decks,1
plumbing sanitary,1
support lab,1
contract dwgs,1
/ ft,1
sq /,1
install new velux skylights,1
interior amounting,1
substantial gut renovation,1
replace old decking+stairs,1
new mop sink,1
retail fixture,1
open+covere 3x3 landing,1
unenclosed stair,1
rebuilding replacement,1
4 stairs,1
replace decking stairs,1
sun room.remove,1
entire rear,1
remove demo demo kitchen,1
install bathroom door,1
3 ft,1
valor h5 fireplace,1
install h5 venting fireplace,1
exiting bedroom,1
extra door,1
remove entire,1
green energy,1
install new certainteed vinyl siding,1
replace ceilings,1
redesign interior staircase,1
rear entry relocation,1
concrete patch,1
concrete deck,1
active building permit,1
large dormer,1
hang kitchen cabinets,1
rooftop telecommunication,1
smart home,1
exist array,1
forest street,1
19 forest,1
install new piers,1
thorndike st.,1
90 thorndike,1
4 level,1
build mud room,1
remove house siding,1
new finish upgrade,1
receptacle,1
7 tenant,1
lath wall,1
old plaster,1
extension area,1
outside panel,1
select light,1
electric baseboard heating,1
evr,1
maxx location,1
rework fire alarm,1
proteciton work,1
fire proteciton,1
floorsn new,1
student area,1
reconfigure sprinkler system,1
dirrt wall panel,1
tj maxx,1
44 avon,1
bedroomrepair kitchen,1
replace caulking,1
kitcheninstalling,1
dishwasher,1
rectory wall,1
masonry veneer,1
face masonry,1
slider window,1
exist caulking,1
balcony railings,1
addition entry,1
new trex board,1
replace floor replace,1
replace railings panels,1
replace balconies,1
replace size changes windows,1
convert,1
entry extension,1
new basement areaway,1
enlarged window well,1
guest house interior,1
kitchen remodelingremove cabinet,1
exist live area,1
install new finishes windows,1
remove windows finishes,1
dry cooler replacement,1
surge arrestor,1
12 rru,1
replace rrus,1
install backsplash paint,1
replace toilet tub,1
install new pendent lights,1
street core,1
5CC 355,1
remove hose cabinet,1
"1""x4 decking",1
gmp warehouse space,1
"5,700 square foot",1
repair other parts,1
makeover,1
general living space,1
board install,1
adjacent conference room,1
"1,882 sft",1
single family residence,1
interior lathe,1
fixture end cap,1
bubble tea shop,1
fast food,1
insulate gable,1
replace structural kitchens changes,1
kneewalls6 fiberglas,1
2 -12&18,1
install end vents,1
install sq.ft,1
retail store renovation,1
new heating unit,1
replace exterior railings,1
pantry partition,1
island counter,1
frame new opening,1
float floor installation,1
entryway deck,1
replacement section,1
replace support posts,1
tile style,1
backsplash subway,1
layer crown,1
new hardware,1
new knee wall,1
exist french door,1
install new accessories hardware,1
build new knee electrical wall,1
deck floor boarding,1
remove floor boarding,1
replace vinyl,1
hardie masonary siding,1
new mep equipment,1
remove fire stop,1
remove new drywall,1
replace old pipes,1
copper water,1
remove plans,1
remove post,1
remove new opening,1
remove french door,1
replace top,1
replace wood island,1
recreation room,1
family recreation,1
lowerlevel slab,1
withshingle exterior,1
construction withshingle,1
frame construction,1
limited work,1
open floorplan,1
6 bond,1
tannery brook,1
brook row,1
construct new fam unit,1
splash block installation,1
metal skylight repair,1
doorsmt sky-01,1
se fla-01,1
disassemble wood,1
water shield membrane,1
mt gut-03,1
delegate design,1
mt dow-01,1
replace metal vent,1
new downspout,1
50 replacement,1
exist metal,1
exist gutter guard,1
mt gut-01,1
spark arrestor screen,1
mt chi-01,1
repaint interior metal,1
clean glass,1
new wood frame,1
wd shu-01,1
wood shutter reinstallation,1
wd shu-03,1
shutter dog,1
exist adjacent,1
new shutter,1
wd shu-02,1
wood shutter repair,1
entire door,1
exist glass,1
operable sash,1
glaze putty,1
function condition,1
inappropriate patch,1
new glazing putty,1
steel window repair,1
recaulk glass perimeter,1
new slope,1
copper roof installation,1
foundation wall coating,1
exist mortar,1
cb mas-01,1
pt mas-01,1
solid brick,1
temporary waterproofing,1
brick masonry repair,1
br mas-02,1
composition,1
brick masonry repointing,1
reinforce construction,1
exist flash membrane,1
cambridge historical commission,1
minimum 6'-0,1
select paint area,1
original finish,1
wood door frame,1
wd doo-01,1
cb mas-02,1
pt mas-02,1
mt roo-01,1
prior approval,1
mt gra-01,1
manufacturer requirement,1
associate flashing,1
wd sid-02,1
wood siding repair,1
wd sid-01,1
deteriorate dentil,1
exist deteriorated wood,1
concretecn dec-01,1
wood cornice repair,1
total deck fascia,1
exist profile,1
new concrete edge,1
cn dec-02,1
total deck area,1
concrete deck patching,1
finishesco fow-01,1
new breathable coating,1
fill weight pocket,1
% replacement,1
paint metal,1
- grade,1
copper outlet,1
liner installation,1
cap installation,1
metal chimney,1
ventilating metal,1
copper gravel,1
bar cap,1
metal copper,1
install metal,1
stop installation,1
system warranty,1
ndl system,1
manufacturer ndl,1
gravel stop,1
metal bar,1
paint steel,1
membrane flashing,1
hatchway door,1
remove brick chimneys,1
ruber roofing,1
epdm ruber,1
decking tile,1
new decking installation,1
flag pole,1
coat repair,1
basement hatchway,1
door repair,1
balcony railing,1
north balcony,1
% repainting,1
paint brick,1
% coating,1
transom repair,1
window sidelight,1
metal gravel,1
metal fascia,1
100 coating,1
miscellaneous wood painting,1
work practice,1
renovation contractor,1
arborist,1
exist soil,1
remove tree,1
breathable masonry coating,1
su fow-01,1
pt mwd-01,1
glazing window,1
miscellaneous metal painting,1
100 repainting,1
lead safe practice,1
interior cmu masonry,1
cmu masonry repainting,1
breathable paint,1
brick masonry painting,1
painting program,1
architect review,1
bitumen roof,1
masonry br,1
moisture protectionmb,1
edge recasting,1
deck edge,1
- consultant,1
mortar type,1
testing lab,1
mortar testing,1
lpb abatement,1
glazing sash,1
mockup campaign,1
paint mockup,1
finish layer,1
finish investigation,1
building conservation,1
jablonski building,1
pulley mechanism,1
install insect screen,1
exist parting,1
replace level window,1
replace coil units,1
renovate kitchen space,1
3rd floors-,1
install space,1
build new powder room,1
second single family,1
new coffee bar,1
hvac system upgrade,1
replace ceiling sconces lights,1
floor -bring,1
replace main bathroom shower sand valve,1
previously exist deck,1
remove rooftop hvac equipment,1
new bb&plaster,1
new cab,1
exist kitchen cabs&counter,1
install new countertops cabs,1
code- new floor,1
-bring wiring,1
remove upgrade electric panel,1
replace kitchen counters,1
ibc code,1
knowledge,1
applicable section,1
propose design,1
903.3.1.3 nfpa,1
install new shower controls,1
replace bath vanity,1
2BA unit,1
exist bldg.space,1
3BR/ 2ba,1
5 exterior,1
fire supression,1
lab spaces-,1
new dumpster pad,1
new switchboard panel,1
new hvac equip,1
remove kitchen cabs&counters,1
20 ton,1
stairway width,1
interior upgarde,1
pharmacy space,1
demo/ new mep,1
"approx 1,400sf",1
"approx 10,000sf",1
retail space approx,1
repair main stacks,1
repair repair walls,1
replace ac units,1
piece,1
8 storm,1
replace doors doors,1
area wall,1
ma ave,1
chemistry building,1
naito chemistry,1
"approximately 1,100 nsf",1
4 space,1
new lab gas,1
replace roof top unit,1
2190 warm room,1
carpentry millwork,1
new finsihe,1
existingkitchen cabinet,1
replace existingkitchen paint cabinets,1
remove interiror,1
gwb interior,1
35 landsdowne st,1
2188 ceiling,1
electrical feed,1
simple covered entry,1
mitisubishi split,1
gsk level,1
outdoor unit,1
indoor unit,1
idf closet cooling,1
minor architectural patching,1
code path,1
handrail requirement,1
pvc insert,1
repair metal skylight,1
remove sash,1
remove glazing door,1
remove wd door doo-01,1
install new glazing sealant putty,1
repair repair steel window,1
remove caulking paint,1
remove sky-01 repair windows,1
remove downspouts,1
replace glazing putty,1
remove mt installation dow-01,1
install new copper downspouts,1
install new outlet tube,1
build copper,1
install new membrane ice,1
install gutter liner,1
install new gutter guards,1
remove repair frame,1
install new weatherstripping,1
build gutter liner,1
remove misc-02 pole replacement,1
wood sash replacement,1
wd win-01,1
mt win-01,1
positive component,1
1/4 inch,1
remove design,1
remove rusting double flagpole,1
repair parge coat,1
install new secondary glazing,1
repair paint masonry ceiling exterior,1
remove breathable masonry coat,1
replace short shutters,1
replace wood shutter replacement,1
repair shutter,1
remove secondary window glazing,1
replace models,1
build new diverter,1
build new copper,1
egress design,1
exist bathroom wall,1
remove pvc window insert sash,1
remove aluminum storm window,1
repair interior finishes,1
install new brass hardware,1
remove aluminum jalousie window,1
stock room,1
area stock,1
replace bathroom tiles wall,1
install new brass sash lock,1
kneewall mass,1
blown cellulsoe,1
cellulose bring,1
doorsattic insulation,1
basementweatherstrip doorsattic,1
air seal attic,1
sprinkler systems,1
replace parting,1
remove storm frame door,1
install ice underlayment slip sheet,1
remove complete roof assembly,1
repair sheathing,1
remove gutter guard,1
remove mt installation gut-01,1
install plywood sheet standing metal roof,1
remove mt installation roo-01,1
