record_number,keyword,frequency
9728,new lighting,46
9728,environmental engineering,1
9728,bl1 lab,1
9728,lab space,108
9728,plant growth,1
9728,growth space,1
9728,bl2 lab,1
9729,wood wall,11
9729,air sealing,782
9729,blower door test,5
9729,wood shingle,8
9729,door sweep,31
9729,air sealing,782
9729,barrier polyiso,13
9729,wood shingle,8
9729,pack cellulose,35
9729,fiberglass batting,18
9730,air sealing,782
9730,attic floor,38
9730,cellulose insulation,100
9730,thermal board,2
9730,air sealing,782
9730,cellulose insulation,100
9731,replace tub surround,7
9732,exist kitchen space,2
9732,half bath area,2
9732,structual change,4
9732,exterior change,13
9733,remove doors windows,1
9733,34 existing,1
9733,2 existing,55
9733,2 ne,1
9733,34 exist window,1
9733,exist door,36
9733,34 new window,1
9733,ne door,2
9733,structural work,326
9733,ne door,2
9734,remove flooring,4
9734,install new hardwood floor3,1
9734,remove heat radiators4,1
9734,remove windows,62
9734,install new windows5,1
9734,install paint,9
9734,3 floors,12
9734,architectural plan,12
9734,exist flooring,10
9734,kitchen area,55
9734,exist window,123
9734,electrical,7
9734,kitchen bathroom,3
9734,entire floor,3
9734,plumbing,28
9734,new bathroom,108
9734,new shower tile,2
9734,new insulation,26
9734,outside wall,6
9734,ceiling9,1
9734,frame exterior,1
9734,exterior wall,166
9734,kitchen area,55
9734,kitchen bathroom,3
9734,plaster10.new kitchen,1
9734,kitchen cabinet,188
9734,countertops11.new doors12.install,1
9734,mini -,8
9734,- split,4
9734,paint stairs14.paint,1
9735,8 avon,1
9735,6 avon,1
9735,renovate kitchen,106
9735,half bath,75
9735,second floor bedroom,3
9735,second floor bathroom,17
9735,floor roof,12
9735,duct work,17
9735,extend foundation,1
9735,avon place,1
9735,place unit,1
9735,floor half,3
9735,half bath,75
9735,floor roof,12
9735,duct work,17
9735,unit ac,3
9736,structural change,561
9736,site id,477
9736,air sealing,782
9736,site id,477
9737,remove rotten wood floor,1
9737,unfinished basement,6
9738,3rd floor,285
9738,4th floor,96
9738,office use,7
9738,previously complete addition,1
9738,small portion,4
9738,exist building,66
9738,exterior change,13
9738,business,2
9738,office use,7
9738,floor shell,1
9738,shell space,11
9738,floor office,37
9738,office space,207
9738,fp work,19
9739,1st fl,7
9739,2nd vanity,1
9739,interior stairway layout,1
9739,fl powder room,1
9739,remodel kitchen cabinet,1
9739,glass door,24
9739,elevation,10
9739,retile bathroom,4
9739,master bathroom,78
9739,1st fl,7
9739,glass door,24
9739,vanity sink,11
9739,master bathroom,78
9740,replace floor powder room,1
9740,replace tile toilet floor,1
9740,1st floor,343
9740,tile floor,49
9740,exhaust fan,35
9740,1st floor,343
9740,tile floor,49
9740,exteriorreplace foyer,1
9740,foyer tile,1
9741,basement remodel,12
9741,basement remodel,12
9742,window installation,5
9742,window installation,5
9742,mass save,368
9742,save program,353
9743,remove plaster,6
9743,replace door windows,18
9743,kitchen renovations,2
9743,original framing,1
9743,new kitchen,122
9743,submit plan,18
9743,architect,6
9743,kitchen renovations,2
9744,repair emergency,9
9744,repair exterior beam,1
9744,repair plans,1
9744,replace secure area,1
9744,replace beam,1
9744,emergency repair,19
9744,structural problem,1
9744,water infiltration,12
9744,instruction,1
9744,structural engineer,10
9744,secure damage area,1
9744,new beam,6
9744,emergency repair,19
9744,water infiltration,12
9744,steel column,10
9745,replace feet,2
9745,20 feet,2
9745,3 sonar,1
9745,approximately 20 foot,1
9745,damage sill,1
9745,porch,76
9745,sonar tube,1
9746,kitchen remodel,97
9746,exterior wall,166
9746,new window,165
9746,exterior french door,1
9746,kitchen area,55
9746,new exterior,3
9746,exist stairwell,2
9746,new tread,2
9746,kitchen remodel,97
9746,kitchen area,55
9746,railingnew cabinetry,1
9747,19 window,1
9747,window replacement,88
9747,replacement unit,1
9748,replace structural beam,1
9748,install columns,2
9748,6 lally,1
9748,lally column,16
9749,install new fencing,1
9749,installation,31
9749,new enlarge slab,1
9749,equipment pad,2
9750,replace door windows,18
9750,6 windows,33
9750,1 door,18
9751,repair plaster,7
9751,ib bathroom,1
9751,laundry room,47
9751,retile bathroom,4
9751,repair plaster,7
9751,laundry room,47
9752,interior renovation,326
9752,exist office space,55
9752,new office use,1
9752,new work,22
9752,interior renovation,326
9753,579 square,1
9753,2nd floor,378
9753,2nd floor,378
9753,annex bathroom,2
9753,new finish,171
9753,foot bathroom,1
9753,bathroom renovation,251
9753,floor annex,1
9753,annex bathroom,2
9754,4 laboratory,1
9754,laboratory renovation,6
9755,interior renovation,326
9755,living unit,30
9755,existing finishes,6
9755,interior renovation,326
9755,living unit,30
9755,interior partition,105
9757,1/2 bath,30
9757,exist kitchen,125
9757,1/2 bath,30
9757,change,120
9758,install polyiso,1
9758,install dense pack cellulose,1
9758,unit,75
9758,air sealing,782
9758,door sweep,31
9758,polyiso install,2
9758,air sealing,782
9758,door sweep,31
9758,polyiso install,2
9759,1688 sq.ft,1
9759,cellulose insulation,100
9759,exterior wall,166
9759,cellulose insulation,100
9760,air sealing,782
9760,site id,477
9760,air sealing,782
9760,site id,477
9761,second floor bathroom,17
9762,construct fire,1
9762,electrical panel,12
9762,adjacent area,5
9762,storage location,2
9762,storage location,2
9763,tenant fit,40
9764,replace renovation,18
9764,replace siding roofing,11
9764,3 story,17
9764,3 apartment,2
9764,masonry repointing,26
9764,story addition,35
9764,"4,200 square foot",1
9764,apartment unit,14
9764,fire protection,225
9764,fire alarm,348
9764,alarm installation,7
9764,masonry repointing,26
9764,story addition,35
9764,apartment unit,14
9765,2nd floor,378
9765,remodel kitchen,91
9765,2nd floor,378
9765,remove window,22
9765,floor remove,3
9765,remove window,22
9766,remove kitchen cabinets appliances,1
9766,replace window,60
9766,install new cabinets,13
9766,install electrical wiring,1
9766,exist sheetrock wall,2
9766,exist window,123
9766,need gas piping,1
9766,kitchen appliance,18
9766,entire floor,3
9766,.install new vanity,1
9766,kitchen appliance,18
9766,floor .install,2
9767,fire alarm,348
9767,alarm system,34
9768,project,176
9768,tenant improvements,2
9768,tenant improvements,2
9768,office building,12
9769,install replacement windows,79
9769,2 replacement,33
9769,structural,114
9770,exist house,12
9770,submit plan,18
9771,triple deck,1
9771,layout,31
9772,replace windows,238
9772,3 windows,42
9772,location,79
9772,repair fascia board,1
9772,entry porch,16
9772,wood step,2
9772,wood slat,3
9772,repair walkway,2
9772,main entry,2
9772,interior paint,5
9772,repair fence,4
9772,construction window,6
9772,entry porch,16
9772,wood step,2
9772,wood slat,3
9772,repair walkway,2
9772,paint touch,3
9772,repair fence,4
9773,install windows,55
9773,9 windows,19
9774,selective demolition,70
9774,exploratory work,3
9774,dorm room,4
9774,dorm room,4
9775,mass save weatherization,20
9776,concrete repair,19
9776,east parking,1
9776,parking garage,27
9777,replace kitchen cabinets,51
9777,replace bathroom,51
9777,closet,38
9777,new washer dryer,17
9777,replace bathroom,51
9777,bathroom vanity,34
9778,remove drywall,7
9778,remove floor carpet,1
9778,install new trim floor,1
9778,7 windows,26
9778,5/8 drywall,2
9778,exist drywall,2
9778,second floor,157
9778,exist floor carpet,1
9778,new partition,55
9778,linen closet,6
9778,exterior wall,166
9778,new door,98
9778,solid door,1
9778,coat,7
9778,install new vanity,3
9778,bath hardware,2
9778,bathroom floor,35
9778,necessary plumbing,1
9778,architectural plan,12
9778,linen closet,6
9778,fiber roxul,1
9778,roxul insulation,3
9778,bath hardware,2
9778,bathroom floor,35
9778,shower glass,1
9778,glass door,24
9778,building code,10
9779,remove door,18
9779,exist door,36
9779,new door,98
9779,structural work,326
9781,build decks,1
9781,build new apartments,1
9781,8 new,11
9781,interior wall,55
9781,second floor roof,2
9781,exterior finish wall,1
9781,new floor,29
9781,building,153
9781,new new roof,1
9781,new siding,45
9781,new window,165
9781,new hardwood floor,9
9781,new kitchen,122
9781,new plumbing,68
9781,unit,75
9781,commercial space,6
9781,application,25
9781,architecture plan,3
9782,bathroom- update,1
9782,update plumbing,15
9782,insulate wall,25
9783,interior sheetrock repairs,1
9784,remove door,18
9784,ground floor entrance,2
9784,exist revolve door,1
9785,insulation work,599
9785,insulation work,599
9785,mass save,368
9785,save program,353
9786,basement,92
9786,partial floor,4
9786,library use,2
9786,exist bathroom,147
9786,library use,2
9787,8 offices,1
9787,offices renenovation,2
9787,patch ceiling,4
9787,new flooring,79
9787,offices renenovation,2
9787,patch ceiling,4
9788,partition wall,94
9788,exist fireplace,5
9788,partition wall,94
9790,remove jacuzzi,1
9790,install kitchenette,4
9790,3rd floor,285
9790,exist jacuzzi,2
9790,3rd floor,285
9791,3rd floor,285
9791,"28,190 gross sf",1
9791,mepfp renovation,2
9791,office space,207
9792,exist interior partition,9
9792,mep system,55
9792,new service elevator,1
9792,new bike storage,1
9792,new shower,19
9792,new idf room,1
9792,new roof,42
9792,new penthouse,1
9792,mep system,55
9793,1 antenna,2
9793,exist wireless facility,9
9794,selective demo,47
9794,minor interior renovation,6
9794,selective demo,47
9794,bathroom upgrade,9
9795,2 family,35
9795,3rd floor,285
9795,2BA approved,1
9795,single family,26
9795,3rd floor,285
9795,clean storage,1
9795,family home,45
9796,remodel kitchen,91
9796,master bath,37
9796,guest bath,15
9796,interior woodwork,1
9796,mineral wool insulation,1
9796,common wall,2
9796,stair case,9
9796,refinish floor,19
9796,master bath,37
9796,guest bath,15
9796,stair case,9
9796,gas fireplace,18
9797,mobile,13
9797,equipment,5
9797,reference,2
9797,attachment,2
9797,details,2
9797,work involve,3
9797,cell site,10
9798,residential weatherization,27
9798,air sealing,782
9798,structural change,561
9798,air sealing,782
9798,mass save,368
9798,save program,353
9799,kitchen remodel,97
9799,lvl beam,18
9799,kitchen remodel,97
9799,lvl beam,18
9800,replace remove plaster,1
9800,replace windows,238
9800,replace siding,26
9800,gut,20
9800,exist window,123
9800,exist siding,13
9801,3 new,31
9801,rear porch,20
9801,entry way,10
9801,closet space,7
9801,new window,165
9801,bath room,12
9801,entry way,10
9801,closet space,7
9802,mass save weatherization,20
9803,repair rear deck,4
9803,install new decking rails,1
9803,exist rear deck,11
9803,new rail,1
9803,repair post,2
9803,exist deck,89
9803,repair post,2
9804,4 existing,18
9804,exist facade,3
9804,exist building,66
9804,abatement debris.2,2
9804,site,4
9804,public safety.3,1
9804,selective demo,47
9804,interior finish,55
9804,asbestos abatement,3
9804,material hoist,1
9804,abatement debris.2,2
9804,perimeter fencing,2
9804,asbestos abatement,3
9805,replace individual exterior inswing,1
9805,individual inswing,1
9805,prehung door,1
9806,replace kitchen cabinets,51
9806,replace bathroom,51
9806,closet,38
9806,new washer dryer,17
9806,replace bathroom,51
9806,bathroom vanity,34
9807,build new house,1
9807,exist space,74
9808,exist office space,55
9808,idf closet,2
9808,storage closet,14
9808,new hm door,1
9808,kitchenette,4
9808,certain portion,1
9808,idf closet,2
9808,storage closet,14
9808,fp sysem,1
9808,hvac heat,2
9808,heat pump,14
9809,replace drywall doors trim,1
9809,1/2 bathroom,11
9809,1/2 bathroom,11
9809,drywall trim,3
9809,unit,75
9809,drywall trim,3
9810,install new interior doors,5
9810,install plaster blueboard,2
9810,install new electrical wiring,1
9810,1st floor,343
9810,7 new,9
9810,1st floor,343
9810,left unit,1
9810,install new tile,21
9810,replace bathroom,51
9810,locations,1
9810,exist wall,49
9810,1st floor,343
9810,kitchen cabinet,188
9810,replace bathroom,51
9811,bathroom renovation,251
9811,bathroom renovation,251
9812,interior demolition,131
9812,interior demolition,131
9812,lab space,108
9813,rubber membrane,11
9813,membrane replacement,5
9813,flat roof,11
9813,mounted skylight,3
9813,skylight replacement,23
9813,velux double,1
9813,double dome,1
9814,install wheelchair lift,2
9815,16 '',1
9815,exist kitchen area,3
9815,laundry area,6
9815,interior partition wall,7
9815,second floor,157
9815,exist washer,5
9815,exist kneewall,1
9815,attic space,9
9816,floor kitchen,47
9816,master bathroom,78
9816,half bath,75
9816,living room,222
9816,floor kitchen,47
9816,master bathroom,78
9816,living room,222
9817,remove replace windows,30
9817,2 windows,42
9817,like size,86
9817,structural,114
9817,like size,86
9818,interior refinishing,2
9818,new outlet location,1
9818,new sink,23
9818,prep lab space,1
9818,exist sprinkler,11
9818,new wall layout,2
9818,change,120
9818,exterior work,58
9818,interior refinishing,2
9818,office space,207
9819,bathroom renovation,251
9819,bathroom renovation,251
9820,basement renovation,36
9820,basement renovation,36
9821,repair masonry,20
9821,masonry repair,17
9821,masonry repair,17
9822,lyman office,1
9823,half bathroom,52
9823,living room,222
9823,second flooradd dormer,1
9823,dining room,113
9823,living room,222
9824,structural change,561
9824,air sealing,782
9825,3 family,9
9825,13D sprinkler,2
9825,ceiling height,22
9825,"6'-4""new window opening",1
9825,facing street,2
9825,new exterior stairwell,1
9825,envelopethe building,1
9825,tank,1
9825,exist porch,38
9825,rear stair,5
9825,basement conversion,2
9825,family dwelling,26
9825,gut renovation,124
9825,ceiling height,22
9825,facing street,2
9825,sprinkler system,69
9825,basement conversion,2
9826,window replacement,88
9826,window replacement,88
9827,exist office space,55
9827,act ceiling,37
9827,new space,9
9827,private office,16
9827,conference room,107
9827,new drywall partition,7
9827,act ceiling,37
9827,conference room,107
9827,power layout,2
9827,hvac distribution,6
9828,install blow cellulose,1
9828,open blow cellulose,6
9828,attic floor,38
9828,install fiberglass batting,3
9828,knee wall,12
9828,exterior perimeter,1
9828,exterior wall,166
9828,aluminum siding,3
9828,knee wall,12
9828,pack insulation,1
9828,aluminum siding,3
9828,pack cellulose,35
9828,cellulose insulation,100
9829,new concrete slab,6
9829,garage floor,1
9830,interior renovation,326
9830,live unit,55
9830,exist finished,7
9830,interior partition,105
9831,build demising partition,1
9831,retail space,8
9831,new electrical service,5
9831,future tenant,8
9831,retail space,8
9832,submit plan,18
9832,floor space,26
9832,dunkin franchise,1
9832,franchise store,1
9833,wall,89
9833,floor finshe,2
9833,plumbing fixture,94
9833,men shower,1
9833,shower room,5
9833,floor finshe,2
9833,plumbing fixture,94
9834,remove skylights,4
9834,exist skylight,33
9834,interior finish,55
9834,velux skylight,7
9835,renovate 1st floor,4
9835,structural plan,6
9835,renovate kitchen,106
9836,mass save,368
9836,save weatherization,7
9836,weatherization air,1
9836,air seal,17
9838,fix seating,1
9838,new work,22
9838,new interior wall,9
9838,new hvac equipment,3
9838,new cooking hood,1
9838,exhaust fan,35
9838,electrical system,14
9838,new lighting,46
9838,sprinkler system,69
9838,new wall,68
9838,ceiling layout,2
9838,floor tenant,17
9838,tenant space,73
9838,exhaust fan,35
9838,fire alarm,348
9838,alarm system,34
9838,sprinkler system,69
9838,ceiling layout,2
9839,structural change,561
9839,air sealing,782
9840,remove glass sevice painel,1
9840,glass painel,1
9840,window sevice,1
9841,bathroom remodeling,49
9842,remove demolition,7
9842,remove kitchen cab,1
9842,remove .,1
9842,remove flooring,4
9842,remove bath fixtures,1
9842,remove debris,30
9842,cab .,1
9843,replace windows,238
9843,exist window,123
9843,electrical outlet,10
9843,paint interior,13
9844,structural change,561
9844,site id,477
9844,air sealing,782
9844,site id,477
9845,replace rooftop hvac units,2
9846,remove small sections,1
9846,install vision kits,1
9846,remove plumbing fixtures cap,1
9846,metal stud,47
9846,metal wall,14
9846,interior work,16
9846,glass vision kit,1
9846,office door,4
9846,repair wall,29
9846,hot work,1
9846,structural work,326
9846,metal stud,47
9846,stud wall,8
9846,office window,1
9846,office door,4
9846,repair wall,29
9846,repair flooring,3
9846,life safety,58
9846,safety system,3
9847,modernization,2
9847,exist elevator,8
9847,exist shaft,3
9847,associate upgrade,2
9847,minor architectural work,2
9847,fire alarm,348
9847,alarm system,34
9848,exist finished basement,3
9848,city watermain,2
9848,half bathroom,52
9848,utility room,9
9848,unfinished storage,1
9848,city watermain,2
9848,room tv,1
9848,tv room,4
9848,utility room,9
9849,insulation work,599
9849,insulation work,599
9849,mass save,368
9849,save program,353
9850,floor kitchen,47
9850,new window,165
9850,new hvac,36
9850,foundation support work,1
9850,basement insulation,4
9850,finish,26
9850,floor kitchen,47
9850,basement insulation,4
9851,replace doors,20
9851,exist door,36
9851,building,153
9851,new slide door,3
9851,floor,180
9851,new door,98
9851,exist rough opening,2
9852,replace windows,238
9853,14 replacement window,5
9854,waterproof interior,1
9854,power braces,2
9854,smart jacks,2
9854,power braces,2
9854,smart jacks,2
9855,gut renovation,124
9855,gut renovation,124
9855,family home,45
9856,1 entry,20
9856,entry door,113
9856,entry door,113
9857,1st floor,343
9857,interior renovation,326
9857,1st floor,343
9857,finish ceiling,5
9857,mep fixture,7
9857,fire protection,225
9857,design document,7
9857,multi purpose,1
9857,purpose rooms,1
9857,finish ceiling,5
9857,mep fixture,7
9857,fire protection,225
9857,design document,7
9858,repair trimsrefinish floorsroof,1
9858,new door,98
9858,trimsrefinish floorsroof repair,1
9859,replace kitchen cabinets,51
9859,replace bathroom,51
9859,closet,38
9859,new washer dryer,17
9859,application,25
9859,replace bathroom,51
9859,bathroom vanity,34
9860,exist vinyl siding,4
9860,new vinyl siding,3
9860,door casing,6
9861,2nd floor,378
9861,3rd floor bathroom,11
9861,exhaust fan,35
9861,bathroom exhaust,4
9861,exhaust fan,35
9862,replace scrape old materials inch portico siding,1
9862,replace window roof only:-,1
9862,replace roofs,2
9862,1/4 select,1
9862,1/2 inch,2
9862,0.099 inch,1
9862,rotten area,2
9862,scrape peel paint,1
9862,bay window,16
9862,scrape peeling paint,1
9862,foundation,11
9862,trash,3
9862,site dumpster,2
9862,siding:- scrape,1
9862,paint.- materials,1
9862,jh plank,1
9862,select cedar,1
9862,siro duo,1
9862,sil caulking,1
9862,bear skin,1
9862,azek trim,1
9862,trim board,7
9862,inch metal,1
9862,metal coil,1
9862,coil nailsentrance,1
9862,nailsentrance portico,1
9862,bay window,16
9862,site dumpster,2
9863,40 ton,2
9863,gc supervision,2
9863,gc supervision,2
9863,ton roof,2
9863,hvac unit,22
9864,replace windows,238
9864,8 windows,20
9865,basement renovation,36
9865,basement renovation,36
9866,vapor barrier instalation,1
9866,air sealing,782
9867,air sealing,782
9867,air sealing,782
9868,residential weatherization,27
9868,air sealing,782
9868,structural change,561
9868,air sealing,782
9868,mass save,368
9868,save program,353
9869,9 steps,1
9869,compromise basement window,1
9869,discreet black window,1
9869,storm window,3
9869,partition wall,94
9869,future playroom space3,1
9869,compromise bulkhead,1
9869,current location,7
9869,exist width,1
9869,door,36
9869,street,13
9869,approximately step,1
9869,predominate material,1
9869,neighborhood,1
9869,storm window,3
9869,window well,20
9869,window sill,8
9869,partition wall,94
9869,basement access,3
9870,replace railings failing,1
9870,replace new railings,1
9870,new wood,4
9870,similar size,1
9870,increase,4
9870,deck wood,1
9870,wood railing,4
9870,deck footprint,2
9871,replace wide casement window,1
9871,1 double,1
9872,bathroom renovation,251
9872,bathroom renovation,251
9874,replace kitchen,16
9874,replace bath,1
9874,replace floor tile appliances,1
9874,3/8 blueboard,4
9874,overlay kitchen floor,2
9874,new tile,58
9874,wall,89
9874,3/8 blueboard,4
9874,upgrade electric,7
9874,new paint,25
9874,refinish wood floor,7
9874,upgrade electric,7
9875,construct deck,4
9875,1st floor level,2
9875,bza case,14
9875,bza case,14
9875,case #,2
9876,erect pipe staging,10
9876,flash lintel,4
9876,highland ave,2
9876,ave elevation,1
9876,mortar joint,15
9876,flash lintel,4
9877,remove old foundation,1
9877,foundation permit,4
9877,new foundation,16
9877,house,109
9877,follow specification,1
9877,submit plan,18
9877,exist size,4
9877,rough plumbing,5
9877,new basement floor,3
9877,foundation permit,4
9877,new foundation,16
9878,new roof,42
9878,door installation,2
9880,structural change,561
9880,air sealing,782
9881,kitchen renovation,172
9881,floor installation,8
9881,paint unit,18
9881,kitchen renovation,172
9881,floor installation,8
9881,paint unit,18
9882,2 labs,1
9882,3rd floor,285
9882,"1,350 sf renovation",1
9882,3rd floor,285
9882,lab space,108
9882,lab space,108
9883,remove door,18
9883,1 existing,32
9883,1 new,37
9883,exist door,36
9883,new door,98
9883,structural work,326
9884,build non - bearing wall,1
9884,build 2x4 wood,1
9884,plumbing,28
9884,hvac,6
9885,55 apply,1
9885,erect pipe staging,10
9885,north elevation,3
9885,500 sq ft,1
9885,deteriorated mortar joint,1
9885,new sealalant,1
9885,window perimeter,6
9885,north elevation,3
9885,- point,8
9885,point approx,1
9885,window perimeter,6
9886,attic floor,38
9887,install replacement windows,79
9887,17 pella,2
9887,energy star,116
9887,structural work,326
9887,pella replacement,2
9887,energy star,116
9888,replace windows,238
9888,11 windows,17
9888,floor,180
9889,air sealing,782
9889,air sealing,782
9890,remove wall caps,1
9890,install matching caps brick,1
9890,displace cmu,1
9890,steel,2
9890,asphaltic coating,1
9890,parapet wall,4
9890,exist parapet cap,1
9890,davis st,1
9890,st elevation,1
9890,elevation parapet,1
9890,parapet wall,4
9890,garage deck,4
9891,structural change,561
9891,air sealing,782
9892,1458 sq.ft,1
9892,exterior walss,2
9892,exterior walss,2
9892,cellulose insulation,100
9893,air sealing,782
9893,structure change,7
9894,replace deck,30
9895,5th floor,74
9895,interior demolition,131
9895,5th floor,74
9895,ongoing construction,1
9895,building,153
9895,hu bio,2
9895,bio labs,2
9895,hvac infrustructure,1
9895,infrustructure asi-53,1
9896,replace drop ceiling,1
9896,install blue board,4
9896,install paint,9
9896,plaster paint,1
9896,paint install,1
9896,install base,4
9896,base board,3
9897,sprinkler test,2
9897,sprinkler alarm,1
9897,alarm device,7
9897,sprinkler test,2
9898,decommission elevator,1
9898,mechanical shaft,2
9898,converse lab,1
9898,lab mechanical,1
9898,mechanical shaft,2
9898,convert hoistway,1
9899,remove finishes,12
9899,demo permit*demolition,2
9899,exist office space,55
9899,exist finish,81
9899,shell space,11
9899,rental opportunity,1
9899,demo permit*demolition,2
9900,install replacement windows,79
9900,5 replacement,14
9900,structural,114
9901,remove replace windows,30
9901,2 windows,42
9901,like size,86
9901,structural,114
9901,like size,86
9902,install kitchenette,4
9902,8th floor,40
9902,floor office,37
9902,office area,40
9904,interior modification,7
9905,counter flashing,3
9905,copper replacement,1
9906,6000 sf expansion,1
9906,lab space,108
9906,lab space,108
9907,2 planter,1
9907,new deck,38
9907,play area,4
9907,trex deck board,1
9907,mobil magnet wall,1
9907,play area,4
9907,rock climbing,2
9907,climbing wall,1
9907,planter box,1
9908,build new addition,2
9908,section,17
9908,exist roof,29
9908,master bathroom,78
9908,new deck,38
9908,architectural plan,12
9908,barry ganek,2
9908,master bathroom,78
9908,barry ganek,2
9909,selective demolition,70
9909,interior partition wall,7
9909,new mepfp,3
9909,new layout,74
9909,masonry infill,2
9909,masonry infill,2
9909,door location,8
9910,support system,2
9910,support system,2
9911,install plumbing electrical fixtures,1
9911,minor demolition,28
9911,precast floor,1
9911,ada toilet,2
9911,unit,75
9911,door,36
9911,exploratory work,3
9911,ada accessible bathroom,1
9911,ada toilet,2
9911,enlarge structural,1
9911,structural wall,8
9911,wall opening,8
9911,ada accessibility,2
9912,install new shower unit,5
9912,new tub,27
9913,18 windows,7
9914,exist lab,17
9914,new layout,74
9914,gypsum drywall,3
9914,drywall partition,34
9915,exist office area,4
9915,structural renovation,3
9915,fire protection,225
9915,fa system,12
9915,general finish,1
9915,wall building,1
9915,fire protection,225
9915,fa system,12
9916,remove spalling concrete,1
9916,replace exterior window selants,1
9916,elevation,10
9916,new material,7
9917,6th floor,57
9917,small misc,1
9917,6th floor,57
9917,room,21
9917,eye wash,3
9917,wash station,2
9917,life safety,58
9917,sprinkler/ fire,1
9917,fire alarm,348
9918,remove ceilings walls,2
9918,retired lab space,1
9918,unoccupied 8th floor,1
9918,separate phase fitout,1
9918,fire protection,225
9919,replace windows,238
9919,3 windows,42
9919,bathroom,187
9919,primary bedroom,6
9919,story bedroom,2
9919,bedroom renovation,1
9920,air sealing,782
9920,air sealing,782
9921,1st story,3
9921,living room expansion,1
9921,left,22
9921,house,109
9921,concrete foundation,3
9921,porch,76
9921,new entrance roof,1
9921,bathroom alteration,4
9921,minor kitchen alteration,1
9921,story bedroom,2
9921,story addition,35
9921,bathroom alteration,4
9922,structural change,561
9922,air sealing,782
9923,build new roof,2
9923,replace bathroom,51
9923,rear exterior wall,1
9923,level,21
9923,exisitng ridge,2
9923,new exterior wall,1
9923,new bathroom,108
9923,enlarge library,1
9923,exist kitchen,125
9923,dining room,113
9923,second floor,157
9923,primary bedroom,6
9923,sky light,1
9923,exisitng ridge,2
9923,dining room,113
9925,interior finish,55
9925,basement,92
9926,board,3
9926,facia,1
9926,house,109
9926,seacond floor,2
9926,seacond floor,2
9927,remove tub,29
9927,install new shower,3
9927,install new laundry,2
9927,2nd bathroom,9
9927,2nd bathroom,9
9928,replace renovate kitchen,2
9928,replace front entry tile,1
9928,install new carpet handrails,1
9928,replace lights,5
9928,remove bedroom closets,1
9928,remove frame bedroom walls,1
9928,remove wall,35
9928,remove gut,2
9928,replace bathrooms,4
9928,2nd floors,15
9928,new tile,58
9928,removed door,2
9928,living room,222
9928,new handrail,4
9928,replace stair carpet,1
9928,new runner,1
9928,new entry,1
9928,house,109
9928,living room,222
9928,wall dividing,1
9928,dividing stairway,1
9928,master bedroom,86
9928,master closet,9
9928,guest bedroom,15
9929,remove windows,62
9929,3 existing,23
9929,3 new,31
9929,exist window,123
9929,new window,165
9929,structural work,326
9930,space,40
9930,classroom door,2
9930,commercial door,1
9930,exit door,5
9930,disabled adult,1
9930,child bathroom,2
9930,classroom sink,2
9930,fire alarm,348
9930,nursery school,1
9930,classroom door,2
9930,classroom window,1
9930,exit door,5
9930,child bathroom,2
9930,classroom sink,2
9930,fire alarm,348
9931,exist kitchen cabinet,32
9931,new appliance,15
9931,location,79
9931,refinish wood floor,7
9931,new tile,58
9931,exist bathroom,147
9931,new paint,25
9932,remove windows,62
9932,2 existing,55
9932,2 new,66
9932,exist window,123
9932,new window,165
9932,structural work,326
9933,remove replace,22
9933,remove patio door,7
9933,1 patio,39
9933,like size,86
9933,like size,86
9934,2 windows,42
9934,2 patio,7
9934,patio door,83
9934,patio door,83
9935,remodel exist kitchen,13
9935,exist room,13
9935,bathroom,187
9936,remove kitchen counters flooring remodel,1
9936,remove non load,3
9936,remove load,1
9936,build new wall,3
9936,install dryer closet,1
9936,kitchen remodel,97
9936,new bathroom tile,2
9936,exist bathroom,147
9936,new bedroom,19
9936,living room,222
9936,new master bath,3
9936,kitchen remodel,97
9936,master bedroom,86
9936,living room,222
9937,install door windows,5
9937,9 windows,19
9937,1 entry,20
9937,entry door,113
9937,entry door,113
9938,replace exterior entry door,1
9939,exist space,74
9939,new supermarket,1
9939,house area,5
9939,house area,5
9939,fire protection,225
9939,fire alarm,348
9939,alarm system,34
9940,"17,938 sf",2
9940,floor,180
9940,"17,938 sf",2
9940,302 sf storage,1
9941,install helical piles,3
9941,2 concrete,1
9941,2 steel,1
9941,2X8 floor,2
9941,2X8 joists,1
9941,exist slab,11
9941,foundation interior,5
9941,44 helical pile,1
9941,concrete footing,9
9941,steel column,10
9941,2x8 floor joist,1
9941,new 2x8 joist,1
9941,foundation interior,5
9941,steel column,10
9941,step pressure,1
9941,grade beam,1
9941,beam minimum,1
9942,install windows,55
9942,7 windows,26
9943,exist bathroom,147
9943,plumbing fixture,94
9944,structural change,561
9944,kitchen cabinets,21
9944,structural change,561
9945,remove counters cabinets,2
9945,install new tile floor,3
9945,install new kitchen counters cabinets,2
9945,install appliances,2
9945,remodel kitchen,91
9945,exist cabinet,31
9945,new kitchen cabinet,43
9945,exist appliance,5
9946,exist dormer,6
9946,stair code compliant,1
9947,basement slab,24
9947,foundation wall,41
9948,replace x4 fir decking,1
9948,1 x4,1
9948,6 azek,1
9949,remove replace windows,30
9949,replace 11 windows,2
9949,like size,86
9949,structural,114
9949,like size,86
9950,entire house,8
9951,exist office space,55
9952,construct room layout,1
9952,construct new staircase,2
9952,4 bathrooms,2
9952,new window,165
9952,new utility,3
9952,new plumbing,68
9952,new wiring,16
9952,new heat,2
